ax; ay; az; gx; gy; gz; magx; magy; magz; magN; th; tm; ts; lati; loni; lat; lon
646972; 95397949; 15283203; 18310546; -207519531; -30517578; -4200000000; 7100000000; 10500000000; 32939361572;1700000000; 400000000; 3100000000; 5008328690; 1999385050; 50.0832822252617; 19.993844130820957
2734375; 97460937; 16979980; -122070312; 207519531; -225830078; -4200000000; 7200000000; 10500000000; 32974356079;1700000000; 400000000; 3200000000; 5008328690; 1999385050; 50.0832822252617; 19.993844130820957
1318359; 96008300; 17187500; -189208984; 30517578; -286865234; -4200000000; 7100000000; 10600000000; 32939361572;1700000000; 400000000; 3200000000; 5008328770; 1999385040; 50.0832822252617; 19.993844130820957
-610351; 97167968; 15747070; 262451171; -67138671; 67138671; -4100000000; 7100000000; 10700000000; 32999505615;1700000000; 400000000; 3300000000; 5008328770; 1999385040; 50.0832822252617; 19.993844130820957
122070; 97082519; 17028808; -24414062; 85449218; -48828125; -4100000000; 7100000000; 10700000000; 32999505615;1700000000; 400000000; 3300000000; 5008328870; 1999384999; 50.0832822252617; 19.993844130820957
-3454589; 96728515; 16467285; 152587890; 311279296; -115966796; -4000000000; 7000000000; 10600000000; 33025509643;1700000000; 400000000; 3400000000; 5008328870; 1999384999; 50.0832822252617; 19.993844130820957
-4553222; 96020507; 14978027; 244140625; 244140625; -48828125; -4100000000; 7000000000; 10700000000; 32964190673;1700000000; 400000000; 3400000000; 5008328890; 1999384999; 50.0832822252617; 19.993844130820957
-4711914; 97753906; 12744140; 122070312; -262451171; 238037109; -3900000000; 7100000000; 10700000000; 33122021484;1700000000; 400000000; 3500000000; 5008328890; 1999384999; 50.0832822252617; 19.993844130820957
-5908203; 96691894; 12646484; 152587890; -231933593; 164794921; -3900000000; 7100000000; 10700000000; 33122021484;1700000000; 400000000; 3500000000; 5008328980; 1999384990; 50.0832822252617; 19.993844130820957
-2185058; 96911621; 9216308; 140380859; 48828125; 122070312; -4000000000; 7300000000; 10700000000; 33127966308;1700000000; 400000000; 3600000000; 5008328980; 1999384990; 50.083269883070614; 19.993842554275677
-1184082; 97570800; 9655761; -1556396484; -317382812; 213623046; -4000000000; 7300000000; 10700000000; 33127966308;1700000000; 400000000; 3600000000; 5008328990; 1999384960; 50.083269883070614; 19.993842554275677
-11657714; 83288574; -11523437; -3918457031; -6433105468; 1171875000; -3500000000; 7900000000; 10800000000; 33610485839;1700000000; 400000000; 3700000000; 5008328990; 1999384960; 50.083269883070614; 19.993842554275677
3112792; 106469726; 19042968; -2679443359; -2978515625; -402832031; -3700000000; 7700000000; 10800000000; 33433480834;1700000000; 400000000; 3700000000; 5008329010; 1999384939; 50.083269883070614; 19.993842554275677
-964355; 95251464; 4541015; 506591796; 726318359; -402832031; -3600000000; 7900000000; 10700000000; 33550140380;1700000000; 400000000; 3800000000; 5008329010; 1999384939; 50.083269883070614; 19.993842554275677
-6066894; 96520996; 1977539; 708007812; 48828125; -2209472656; -3500000000; 7900000000; 10800000000; 33610485839;1700000000; 400000000; 3800000000; 5008328990; 1999384909; 50.083269883070614; 19.993842554275677
-2099609; 97644042; -4003906; 12207031; -146484375; 195312500; -3500000000; 8100000000; 10700000000; 33663088989;1700000000; 400000000; 3900000000; 5008328990; 1999384909; 50.083269883070614; 19.993842554275677
-427246; 97338867; -4174804; 30517578; -445556640; 250244140; -3500000000; 8100000000; 10700000000; 33663088989;1700000000; 400000000; 3900000000; 5008329029; 1999384869; 50.083269883070614; 19.993842554275677
2185058; 97436523; -5151367; 24414062; -201416015; 213623046; -3600000000; 8300000000; 10700000000; 33655194091;1700000000; 400000000; 4000000000; 5008329029; 1999384869; 50.083269883070614; 19.993842554275677
3149414; 96972656; -4064941; 73242187; -109863281; 122070312; -3500000000; 8300000000; 10600000000; 33713546752;1700000000; 400000000; 4000000000; 5008329060; 1999384809; 50.083269883070614; 19.993842554275677
3991699; 97290039; -5859375; 36621093; -30517578; -30517578; -3600000000; 8300000000; 10600000000; 33655194091;1700000000; 400000000; 4100000000; 5008329060; 1999384809; 50.083269883070614; 19.993842554275677
4528808; 98193359; -5664062; 61035156; -61035156; -12207031; -3600000000; 8300000000; 10700000000; 33655194091;1700000000; 400000000; 4100000000; 5008329080; 1999384759; 50.083269883070614; 19.993842554275677
3308105; 97558593; -6286621; -6103515; -6103515; 48828125; -3600000000; 8300000000; 10600000000; 33655194091;1700000000; 400000000; 4200000000; 5008329080; 1999384759; 50.083269883070614; 19.993842554275677
3723144; 97790527; -6054687; -6103515; -61035156; 42724609; -3600000000; 8300000000; 10600000000; 33655194091;1700000000; 400000000; 4200000000; 5008329089; 1999384700; 50.083269883070614; 19.993842554275677
5261230; 97644042; -5676269; -115966796; -36621093; -18310546; -3600000000; 8300000000; 10600000000; 33655194091;1700000000; 400000000; 4300000000; 5008329089; 1999384700; 50.083269883070614; 19.993842554275677
4638671; 97851562; -6103515; -103759765; -12207031; -24414062; -3600000000; 8300000000; 10600000000; 33655194091;1700000000; 400000000; 4300000000; 5008329120; 1999384640; 50.083269883070614; 19.993842554275677
280761; 98315429; -8374023; 189208984; -67138671; 347900390; -3600000000; 8100000000; 10600000000; 33603750610;1700000000; 400000000; 4400000000; 5008329120; 1999384640; 50.083269883070614; 19.993842554275677
976562; 97326660; -6689453; -280761718; -103759765; 0; -3600000000; 8200000000; 10600000000; 33629733276;1700000000; 400000000; 4400000000; 5008329240; 1999384580; 50.083269883070614; 19.993842554275677
207519; 95629882; -7800292; 1580810546; 1232910156; -1171875000; -4200000000; 8300000000; 10200000000; 33315951538;1700000000; 400000000; 4500000000; 5008329240; 1999384580; 50.08328450614677; 19.99384017561239
-4492187; 95507812; -10266113; 1257324218; 286865234; -915527343; -4100000000; 8300000000; 10300000000; 33398321533;1700000000; 400000000; 4500000000; 5008330000; 1999384560; 50.08328450614677; 19.99384017561239
-5578613; 150891113; -3881835; 3533935546; 6933593750; 2941894531; -4100000000; 7900000000; 10400000000; 33257125854;1700000000; 400000000; 4600000000; 5008330000; 1999384560; 50.08328450614677; 19.99384017561239
14929199; 75671386; -13781738; 238037109; 1971435546; 1330566406; -4100000000; 8000000000; 10500000000; 33286486816;1700000000; 400000000; 4600000000; 5008330710; 1999384340; 50.08328450614677; 19.99384017561239
-11938476; 85437011; -20837402; 1385498046; -4180908203; -2874755859; -3900000000; 6900000000; 11000000000; 33052410888;1700000000; 400000000; 4700000000; 5008330710; 1999384340; 50.08329378797228; 19.993835663589074
-22985839; 106384277; -10986328; -476074218; 836181640; -1751708984; -3700000000; 7000000000; 10900000000; 33214035034;1700000000; 400000000; 4700000000; 5008331470; 1999383950; 50.08329378797228; 19.993835663589074
4187011; 82885742; -8618164; -781250000; 1489257812; -579833984; -4100000000; 7300000000; 10500000000; 33067953491;1700000000; 400000000; 4800000000; 5008331470; 1999383950; 50.08329378797228; 19.993835663589074
-13281250; 83728027; -11376953; -201416015; 3594970703; 1019287109; -4100000000; 7100000000; 10600000000; 32999505615;1700000000; 400000000; 4800000000; 5008332240; 1999383629; 50.08329378797228; 19.993835663589074
-8129882; 94494628; -14233398; 1226806640; -3570556640; 1184082031; -3800000000; 7300000000; 10800000000; 33250085449;1700000000; 400000000; 4900000000; 5008332240; 1999383629; 50.083314229933976; 19.9938306251729
-1794433; 74230957; -3759765; -1501464843; -3881835937; -396728515; -3900000000; 7300000000; 10700000000; 33188677978;1700000000; 400000000; 4900000000; 5008333240; 1999383299; 50.083314229933976; 19.9938306251729
-6970214; 132238769; -31921386; 5792236328; 848388671; 3204345703; -3600000000; 7500000000; 11000000000; 33465383911;1700000000; 400000000; 5000000000; 5008333240; 1999383299; 50.0833261185812; 19.993828524123803
-4101562; 78796386; -35839843; 2960205078; -4754638671; 2508544921; -3300000000; 7500000000; 11200000000; 33625051879;1700000000; 400000000; 5000000000; 5008334410; 1999383280; 50.0833261185812; 19.993828524123803
-11108398; 96875000; -21228027; 299072265; -244140625; -1623535156; -3500000000; 7400000000; 11200000000; 33468710327;1700000000; 400000000; 5100000000; 5008334410; 1999383280; 50.08333606111689; 19.993831335218587
-35388183; 106091308; -46899414; 451660156; -2716064453; 2331542968; -3300000000; 7400000000; 11300000000; 33596569824;1700000000; 400000000; 5100000000; 5008335440; 1999383090; 50.08333606111689; 19.993831335218587
-11120605; 88769531; -10559082; 421142578; 2697753906; -1068115234; -3500000000; 7600000000; 11000000000; 33527267456;1700000000; 400000000; 5200000000; 5008335440; 1999383090; 50.08334579788096; 19.993828732990398
-17907714; 89685058; -15136718; 2343750000; 1312255859; 610351562; -3500000000; 7600000000; 11000000000; 33527267456;1700000000; 400000000; 5200000000; 5008336300; 1999382830; 50.08334579788096; 19.993828732990398
-34204101; 112817382; -25305175; -2325439453; 524902343; 3619384765; -3400000000; 7700000000; 11000000000; 33617572021;1700000000; 400000000; 5300000000; 5008336300; 1999382830; 50.083361268802015; 19.993827256937486
-8520507; 82043457; -20483398; 3222656250; -1892089843; 2600097656; -3500000000; 7600000000; 11100000000; 33527267456;1700000000; 400000000; 5300000000; 5008336950; 1999382850; 50.083361268802015; 19.993827256937486
-10681152; 88049316; -34802246; 543212890; -2093505859; 177001953; -2900000000; 8300000000; 11000000000; 34074072265;1700000000; 400000000; 5400000000; 5008336950; 1999382850; 50.083361268802015; 19.993827256937486
-17260742; 95764160; -23596191; 384521484; -592041015; 933837890; -2800000000; 8300000000; 11000000000; 34135821533;1700000000; 400000000; 5400000000; 5008336920; 1999382920; 50.083361268802015; 19.993827256937486
-12023925; 87622070; -20983886; -561523437; 598144531; -494384765; -2900000000; 8400000000; 10900000000; 34095336914;1700000000; 400000000; 5500000000; 5008336920; 1999382920; 50.08337169795114; 19.9938237139712
-3601074; 99462890; -24145507; 347900390; -329589843; 305175781; -2900000000; 8400000000; 10900000000; 34095336914;1700000000; 400000000; 5500000000; 5008336960; 1999382920; 50.08337169795114; 19.9938237139712
-20971679; 99707031; -21423339; 567626953; -866699218; -207519531; -2600000000; 8600000000; 10900000000; 34317858886;1700000000; 400000000; 5600000000; 5008336960; 1999382920; 50.08337169795114; 19.9938237139712
-5566406; 100109863; -29992675; -2465820312; -219726562; -4077148437; -2500000000; 8500000000; 10900000000; 34361047363;1700000000; 400000000; 5600000000; 5008337119; 1999382890; 50.08337169795114; 19.9938237139712
-18811035; 98486328; -51391601; -3723144531; 866699218; 3820800781; -2800000000; 8900000000; 10500000000; 34253607177;1700000000; 400000000; 5700000000; 5008337119; 1999382890; 50.08337169795114; 19.9938237139712
14428710; 105627441; -22778320; -2062988281; 653076171; 744628906; -3100000000; 8900000000; 10600000000; 34079605102;1700000000; 400000000; 5700000000; 5008337020; 1999382899; 50.08337169795114; 19.9938237139712
-16833496; 93823242; -7482910; 2612304687; -1062011718; -3613281250; -3500000000; 8500000000; 10700000000; 33761984252;1700000000; 400000000; 5800000000; 5008337020; 1999382899; 50.08337169795114; 19.9938237139712
3479003; 73852539; 14135742; -4937744140; 2581787109; 5590820312; -3600000000; 8400000000; 10700000000; 33680139160;1700000000; 400000000; 5800000000; 5008337070; 1999382910; 50.08337169795114; 19.9938237139712
-3369140; 105017089; -476074; 1544189453; -646972656; 610351562; -2900000000; 7900000000; 11100000000; 33984240722;1700000000; 400000000; 5900000000; 5008337070; 1999382910; 50.08337169795114; 19.9938237139712
-18823242; 101647949; -5603027; -2252197265; 1904296875; 5059814453; -3000000000; 8100000000; 11000000000; 33967687988;1700000000; 400000000; 5900000000; 5008337010; 1999382740; 50.08337169795114; 19.9938237139712
13586425; 102502441; -207519; 579833984; -976562500; -299072265; -4000000000; 8000000000; 10600000000; 33343493652;1700000000; 500000000; 0; 5008337010; 1999382740; 50.08337169795114; 19.9938237139712
3308105; 90783691; -5200195; -1037597656; -769042968; 299072265; -3700000000; 8100000000; 10700000000; 33544955444;1700000000; 500000000; 0; 5008337010; 1999382659; 50.08337169795114; 19.9938237139712
2514648; 95129394; 2746582; 97656250; -396728515; -305175781; -3600000000; 7700000000; 11000000000; 33494238281;1700000000; 500000000; 100000000; 5008337010; 1999382659; 50.08337169795114; 19.9938237139712
-1611328; 98950195; -2673339; 67138671; -225830078; 653076171; -3500000000; 7800000000; 11100000000; 33583337402;1700000000; 500000000; 100000000; 5008336999; 1999382629; 50.08337169795114; 19.9938237139712
-427246; 94555664; 3454589; -164794921; 531005859; -79345703; -3500000000; 7600000000; 11200000000; 33527267456;1700000000; 500000000; 200000000; 5008336999; 1999382629; 50.08337169795114; 19.9938237139712
-9545898; 100061035; -7531738; 726318359; 292968750; -1599121093; -3500000000; 7500000000; 11200000000; 33498312377;1700000000; 500000000; 200000000; 5008337410; 1999382710; 50.08337169795114; 19.9938237139712
-10522460; 97009277; -22167968; -598144531; -189208984; 1483154296; -3000000000; 7800000000; 11300000000; 33896249389;1700000000; 500000000; 300000000; 5008337410; 1999382710; 50.08337169795114; 19.9938237139712
