ax; ay; az; gx; gy; gz; magx; magy; magz; magN; th; tm; ts; lati; loni; lat; lon
-8874511; 93286132; -27587890; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8862304; 93139648; -27502441; -12207031; -30517578; -12207031; -800000000; -700000000; 3700000000; 22881405639;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8801269; 93212890; -27526855; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8886718; 93212890; -27526855; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8850097; 93115234; -27526855; -6103515; -30517578; -6103515; -800000000; -800000000; 3700000000; 22881405639;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8959960; 93164062; -27551269; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8776855; 93200683; -27502441; -6103515; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8886718; 93225097; -27526855; -6103515; -30517578; -6103515; -800000000; -700000000; 3700000000; 22881405639;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8837890; 93212890; -27526855; -12207031; -30517578; -12207031; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8862304; 93249511; -27539062; -12207031; -30517578; -6103515; -800000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8813476; 93237304; -27502441; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8911132; 93200683; -27526855; -18310546; -30517578; -6103515; -800000000; -700000000; 3800000000; 22881405639;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
-8862304; 93225097; -27551269; -12207031; -30517578; -6103515; -700000000; -700000000; 3700000000; 22500000000;0; 0; 0; 0; 0; 50.090553999271286; 20.001243060711445
