ax; ay; az; gx; gy; gz; lat; lon
8006; 24009; 401; -12672; 22810; -7920; 50.08406343185403; 19.992165089367216
18999; 12731; 28021; -26616; 11712; -9576; 50.08406343185403; 19.992165089367216
-32644; -22835; -28180; -3340; -19152; 23424; 50.08406343185403; 19.992165089367216
-18768; -5961; 30977; -160; 10190; 12328; 50.08406343185403; 19.992165089367216
2067; 516; 4752; -4272; 11099; -29648; 50.08405284726798; 19.99219437672654
26024; -12987; -9688; 19488; 12768; -4992; 50.08405284726798; 19.99219437672654
-13570; -16806; 32422; 25552; -10952; -30866; 50.08405284726798; 19.99219437672654
1378; 23327; 16644; -4880; 26002; -22050; 50.08405284726798; 19.99219437672654
24114; 1496; -28081; -4832; -15200; -6680; 50.08405284726798; 19.99219437672654
-27297; 23859; 15341; -3792; -9429; -908; 50.08405284726798; 19.99219437672654
-19980; -32160; -22335; -2144; 27968; -21436; 50.08405284726798; 19.99219437672654
-32337; -15885; -21422; -20208; -22664; 19600; 50.08405284726798; 19.99219437672654
28773; 6454; -4938; 2728; 31776; -3360; 50.084046893767976; 19.992228268801835
-7549; -630; -32566; 19916; -32240; 12304; 50.084046893767976; 19.992228268801835
31903; -29777; 32414; -25408; 10800; -11392; 50.084046893767976; 19.992228268801835
-8695; -11998; 13439; 7888; -19767; -28136; 50.084046893767976; 19.992228268801835
16483; -32285; -4415; -14464; -25392; 9280; 50.084046893767976; 19.992228268801835
29072; 18677; 32190; 7146; 1376; 12640; 50.084046893767976; 19.992228268801835
-524; -30691; -2970; -6848; -19006; -2112; 50.084046893767976; 19.992228268801835
-26159; -14514; 23894; 29048; 3192; -21728; 50.084046893767976; 19.992228268801835
-28517; -31687; -31735; 31360; 14440; 24481; 50.08403563258423; 19.992255538115057
-25627; -4989; 17018; 8816; 10488; -16592; 50.08403563258423; 19.992255538115057
16865; 17299; 20912; -17484; -7760; 20352; 50.08403563258423; 19.992255538115057
27013; -25351; 7934; 11744; -15664; -18858; 50.08403563258423; 19.992255538115057
12597; -12687; -8077; -24184; -18096; -3044; 50.08403563258423; 19.992255538115057
-21583; -20476; 7170; -27673; -17484; -3804; 50.08403563258423; 19.992255538115057
27627; 11727; 25181; 24332; -23720; 1376; 50.08403563258423; 19.992255538115057
-23717; -12081; 28693; -6384; 23572; 26764; 50.08403563258423; 19.992255538115057
15345; -29711; -16921; 29808; 21289; 26296; 50.08403563258423; 19.992255538115057
27469; 26284; 7327; -15504; -13992; 1200; 50.084025313899026; 19.992285520948606
22587; -20784; 20987; -2576; 20676; -3216; 50.084025313899026; 19.992285520948606
-17389; 9900; 916; 23256; 19620; -31480; 50.084025313899026; 19.992285520948606
20452; -17877; 4969; -23120; -2284; -11099; 50.084025313899026; 19.992285520948606
-18917; -27186; -25399; -2432; -32388; 8976; 50.084025313899026; 19.992285520948606
25343; -6750; 27548; -30080; 20527; 3504; 50.084025313899026; 19.992285520948606
-25470; -6675; -18000; 8224; 23868; 21584; 50.084025313899026; 19.992285520948606
17097; -19256; 29997; 13360; 17484; -32560; 50.084025313899026; 19.992285520948606
8702; 12483; -9763; -1360; 11860; 1670; 50.084025313899026; 19.992285520948606
-29439; 1878; -20899; -22050; -14292; 9576; 50.08401676312549; 19.992319145498183
2831; 11112; -14571; 22344; -11860; -10512; 50.08401676312549; 19.992319145498183
-16551; -18102; -8384; -10800; -4714; -26912; 50.08401676312549; 19.992319145498183
-2284; 25993; 28079; -15960; -8816; 7146; 50.08401676312549; 19.992319145498183
15420; 7840; 16104; 22958; 9429; 13552; 50.08401676312549; 19.992319145498183
-4568; 5158; 3665; -29648; 4714; 24352; 50.08401676312549; 19.992319145498183
28316; -15668; 534; 22810; -26764; -21728; 50.08401676312549; 19.992319145498183
31447; 20803; -8758; 296; 5624; -30568; 50.08400929355767; 19.992351947573642
17172; 6919; -694; 25840; -12621; -28284; 50.08400929355767; 19.992351947573642
25111; 4942; -9763; -31160; -31480; 4100; 50.08400929355767; 19.992351947573642
22370; -30325; -8825; -704; -27840; -4100; 50.08400929355767; 19.992351947573642
-30967; 16585; 5575; 19304; -18560; -19488; 50.08400929355767; 19.992351947573642
-5646; -28706; 8398; 20672; -26764; -13696; 50.08400929355767; 19.992351947573642
-1071; -5745; 1606; -10368; 30568; -24656; 50.08400929355767; 19.992351947573642
-1288; -12605; 21145; 2752; -31626; 5344; 50.08400929355767; 19.992351947573642
-2509; -22918; 17325; 25072; 10952; 23720; 50.08399840049623; 19.99238441770975
-22887; -17338; -32192; -24656; 12621; -7456; 50.08399840049623; 19.99238441770975
-30517; -16649; 28544; -26912; 10952; -736; 50.08399840049623; 19.99238441770975
23284; 13022; -25399; -18528; 5476; -2720; 50.08399840049623; 19.99238441770975
10537; 17365; -10652; -10352; -26616; 8816; 50.08399840049623; 19.99238441770975
6568; -6974; 30213; 32240; -18244; -23256; 50.08399840049623; 19.99238441770975
-22264; -3237; -27400; -29312; 32388; -6680; 50.08399840049623; 19.99238441770975
-9069; -15984; -19264; -1816; 3792; -31184; 50.08399840049623; 19.99238441770975
7489; 6753; -1733; -21632; 19304; 14400; 50.083994913245675; 19.99242079442934
-20452; 25836; -14547; -18880; -17800; -2144; 50.083994913245675; 19.99242079442934
-28690; 12632; 2602; 4544; -17484; 25392; 50.083994913245675; 19.99242079442934
-22422; -12770; 25048; 7920; -10338; 27696; 50.083994913245675; 19.99242079442934
14349; -16216; -22517; 25248; -19152; -20976; 50.083994913245675; 19.99242079442934
3520; -24977; 4122; 10656; -29344; 23120; 50.083994913245675; 19.99242079442934
27485; -6600; -1127; 27360; -2284; 14608; 50.083994913245675; 19.99242079442934
-6478; 18495; 991; -12920; -5476; 13532; 50.083994913245675; 19.99242079442934
6111; 7375; -6475; 16112; 27673; -17800; 50.083994913245675; 19.99242079442934
-5257; -31537; -14563; 3340; 19006; -13848; 50.083986782125955; 19.992450424090457
-28525; 965; -7380; -22664; 26152; -27524; 50.083986782125955; 19.992450424090457
32659; 15074; 18853; -12176; -8667; 18244; 50.083986782125955; 19.992450424090457
-7242; -10786; 8481; -9280; -22050; 21584; 50.083986782125955; 19.992450424090457
15877; -29785; -25931; 22198; -19006; 14904; 50.083986782125955; 19.992450424090457
8934; 4320; 26634; -31328; -26912; 464; 50.083986782125955; 19.992450424090457
15951; -14755; -17319; 22176; -9576; 16280; 50.083986782125955; 19.992450424090457
-17689; -20319; 25189; -10952; -7146; 12176; 50.083986782125955; 19.992450424090457
-217; 28202; -3493; -26464; 11860; -464; 50.083986782125955; 19.992450424090457
-20819; 2111; -9680; 10928; -2284; -19792; 50.083977793777905; 19.99248186158514
-75; 25387; -28231; 23868; 22958; -1984; 50.083977793777905; 19.99248186158514
-3198; -9407; -28680; 27840; 7907; -3632; 50.083977793777905; 19.99248186158514
-27379; 26218; 23279; -22176; -11860; -31016; 50.083977793777905; 19.99248186158514
-2965; -4458; -6093; -6996; -32388; -10040; 50.083977793777905; 19.99248186158514
31131; -4458; -26545; 14752; 31626; 22810; 50.083977793777905; 19.99248186158514
30683; 16369; 30910; 13382; -1522; 11860; 50.083977793777905; 19.99248186158514
-29215; 19890; -5021; 15680; 30718; 2896; 50.083977793777905; 19.99248186158514
-8994; 18885; -4199; 17188; -29956; 15664; 50.08397072193033; 19.992512733430928
-21118; 3780; -6175; -27968; -27232; -15072; 50.08397072193033; 19.992512733430928
13742; 13329; -21430; -2016; -21904; -1816; 50.08397072193033; 19.992512733430928
-24399; 22481; 8689; 13728; -23104; -12472; 50.08397072193033; 19.992512733430928
26107; -2930; -21572; -1224; 8816; -27072; 50.08397072193033; 19.992512733430928
-17464; 5217; 24035; -20676; -1816; -3044; 50.08397072193033; 19.992512733430928
-28750; -20709; 7958; -7146; -25680; -17936; 50.08396474944286; 19.99254630038355
1004; 30395; -29892; -20527; 7760; -6976; 50.08396474944286; 19.99254630038355
8934; 20031; 6820; -15984; 16574; -18544; 50.08396474944286; 19.99254630038355
32667; 4760; -31345; -6064; -22344; 22512; 50.08396474944286; 19.99254630038355
-16460; -30565; 7717; 21140; 13532; 14752; 50.08396474944286; 19.99254630038355
20452; 4768; -10361; 32368; -28435; 26912; 50.08396474944286; 19.99254630038355
6036; -4682; -19363; -21904; 11099; -3192; 50.08396474944286; 19.99254630038355
25875; -7895; -22418; -5328; 10190; -24016; 50.08396474944286; 19.99254630038355
-23485; -9116; 5658; 21120; 26764; 1984; 50.08396474944286; 19.99254630038355
31305; 11785; -29692; 3024; 8667; -23888; 50.08396474944286; 19.99254630038355
14124; -22760; 17715; 18244; 19916; -5328; 50.08396086259303; 19.992578795565183
19381; 23934; 31301; 3360; -26764; 6088; 50.08396086259303; 19.992578795565183
-23170; -25541; 11986; -18368; 8816; -19767; 50.08396086259303; 19.992578795565183
16881; -17669; 692; -6704; 28584; 13664; 50.08396086259303; 19.992578795565183
9084; 26658; -14090; -3804; -21140; 12008; 50.08396086259303; 19.992578795565183
27013; -24237; -20450; 296; 2136; 2728; 50.08396086259303; 19.992578795565183
-31050; -4375; 22374; -15200; -10338; -12160; 50.08396086259303; 19.992578795565183
-12656; -40; -12877; 24481; 21140; -23868; 50.083951139591576; 19.992604691467292
19688; 9120; 15199; 10952; -30104; -23572; 50.083951139591576; 19.992604691467292
-1753; 1339; 12675; 13680; 18096; 22512; 50.083951139591576; 19.992604691467292
29761; -1634; 6654; -2576; 31480; -12448; 50.083951139591576; 19.992604691467292
-12581; 3622; -10377; 26616; -12008; 23120; 50.083951139591576; 19.992604691467292
-29738; -31703; -27218; -4512; -16574; -1664; 50.083951139591576; 19.992604691467292
21067; -7214; 13612; -22810; 21436; 12920; 50.083951139591576; 19.992604691467292
-13196; -2032; -10294; -30424; 28728; 25072; 50.083951139591576; 19.992604691467292
19763; -16980; -2671; -19744; -612; 14584; 50.083951139591576; 19.992604691467292
-22189; -27045; 10690; -25120; 31016; -10656; 50.08394419486856; 19.992639474982415
8253; 27580; -28065; 13992; 27232; -15648; 50.08394419486856; 19.992639474982415
2756; 25977; 6804; -7292; -1670; 13232; 50.08394419486856; 19.992639474982415
-21957; -22851; 11139; -20976; -18858; 12160; 50.08394419486856; 19.992639474982415
-20063; -8344; 9934; 27504; -14292; -2752; 50.08394419486856; 19.992639474982415
-9758; -12845; 9154; -31016; 29048; 28896; 50.08394419486856; 19.992639474982415
-23485; 28202; 32131; -24944; 29048; 5624; 50.08393726295162; 19.992668377744728
-12125; 17897; 29449; -12768; -2284; -11408; 50.08393726295162; 19.992668377744728
-28525; 26367; 21369; -16574; 16574; -3656; 50.08393726295162; 19.992668377744728
28922; 22248; -26853; -2136; 24481; -21140; 50.08393726295162; 19.992668377744728
-26549; 27745; 26559; 2896; 32240; 14464; 50.08393726295162; 19.992668377744728
11683; 23311; 1141; -4512; 10040; 8832; 50.08393726295162; 19.992668377744728
-22115; 19342; -1367; 17632; -908; -29792; 50.08393726295162; 19.992668377744728
-16468; 9734; -9522; -26592; -21140; -11860; 50.08393726295162; 19.992668377744728
-12806; 28651; -32574; -20848; -19767; 30104; 50.083932059360606; 19.992701490478968
6808; -17653; 15349; 8520; -13992; 16256; 50.083932059360606; 19.992701490478968
-18228; -20709; -29967; 1968; -18712; 24608; 50.083932059360606; 19.992701490478968
13960; 11943; 3051; 22810; -26616; -19767; 50.083932059360606; 19.992701490478968
6261; -4001; -30814; 28752; 8816; 11248; 50.083932059360606; 19.992701490478968
27245; -18575; 10848; 23072; 23572; 1968; 50.083932059360606; 19.992701490478968
-9227; 23610; 12210; 31016; 20380; 18416; 50.083932059360606; 19.992701490478968
30301; 22091; -1658; 11099; -3954; -17944; 50.083932059360606; 19.992701490478968
-8919; 16145; -10137; 3632; -7146; -761; 50.083932059360606; 19.992701490478968
-12432; 23087; -2131; -8056; -5624; -8816; 50.083925918724574; 19.992731861245
31821; 4851; 10989; -10190; 19620; 30424; 50.083925918724574; 19.992731861245
-18685; 15306; 27473; -21752; 28284; 9280; 50.083925918724574; 19.992731861245
30907; -16739; 24724; -27968; 16724; -26296; 50.083925918724574; 19.992731861245
10388; -8045; 8398; -15052; 28435; 3192; 50.083925918724574; 19.992731861245
32659; 14542; -28837; 31160; 22344; -11408; 50.083925918724574; 19.992731861245
30982; -23756; -31204; -15168; 15960; 4714; 50.083925918724574; 19.992731861245
-142; 5150; 6496; -5008; 13382; 612; 50.083925918724574; 19.992731861245
-25926; -3851; -16390; -16724; 5624; -30568; 50.083925918724574; 19.992731861245
-2666; -1111; 16852; 1408; 25242; -28284; 50.0839191153192; 19.992764746416942
-10896; 12325; 29150; 908; -19620; 25242; 50.0839191153192; 19.992764746416942
28308; -15826; 28776; 17484; 6384; 24776; 50.0839191153192; 19.992764746416942
-2891; 2327; 3299; -13992; -14142; 30400; 50.0839191153192; 19.992764746416942
-8770; 20878; -15551; -10816; -7907; -23456; 50.0839191153192; 19.992764746416942
12289; 29265; 8772; 2752; 19767; -1056; 50.0839191153192; 19.992764746416942
-11203; -16673; 30438; -17484; -16574; 29344; 50.0839191153192; 19.992764746416942
11525; -5678; 3532; -3656; -761; -18858; 50.0839191153192; 19.992764746416942
12289; 11486; -13350; 12480; 21289; -13072; 50.083909691426435; 19.992796669507666
27245; 18271; -24254; 15216; -32536; -25072; 50.083909691426435; 19.992796669507666
-31806; 21169; -9456; -19744; 23720; -6536; 50.083909691426435; 19.992796669507666
11077; 8447; 25496; 3616; -20527; -4100; 50.083909691426435; 19.992796669507666
-6785; -26663; -27234; 22176; 20527; -6236; 50.083909691426435; 19.992796669507666
-17232; -1784; -21580; 19767; 2432; -16872; 50.083909691426435; 19.992796669507666
-25702; -4765; 22897; 18244; 8667; -12768; 50.083909691426435; 19.992796669507666
7025; -8045; -17311; -18080; 22198; 30718; 50.083909691426435; 19.992796669507666
-21658; -23922; -26545; 464; 1816; 28728; 50.083909691426435; 19.992796669507666
-16393; 8588; -7238; -3504; 32536; -26784; 50.08390039517931; 19.992829489610266
-31656; 11644; -26687; -13696; 1816; -6560; 50.08390039517931; 19.992829489610266
-27155; -19488; -2206; -5920; -26616; -12328; 50.08390039517931; 19.992829489610266
-32262; 13014; 1232; -9896; -12472; 9264; 50.08390039517931; 19.992829489610266
11750; 26226; 24350; 24032; 10338; 15960; 50.08390039517931; 19.992829489610266
3213; 14534; 26335; -1224; 9280; 28284; 50.08390039517931; 19.992829489610266
3288; 18129; 12293; -27208; -11860; -19620; 50.08390039517931; 19.992829489610266
18850; -18417; 13356; -4100; 8520; -1968; 50.08390039517931; 19.992829489610266
-24332; 22323; -27833; -20824; 2284; 12176; 50.08390039517931; 19.992829489610266
-12200; -6442; 18546; 10800; 24332; -9872; 50.083893396763514; 19.99285970640697
7714; 13546; 24575; -12920; 24332; -296; 50.083893396763514; 19.99285970640697
26406; -19413; -16323; -5600; -4100; 28136; 50.083893396763514; 19.99285970640697
9923; -27120; 18786; -28448; -28284; 2592; 50.083893396763514; 19.99285970640697
30450; 16369; 15656; 8667; -12008; 13848; 50.083893396763514; 19.99285970640697
31903; 1040; 29391; 8968; 28435; 6848; 50.083893396763514; 19.99285970640697
-13952; -17744; -32026; -1224; 12621; -30568; 50.083893396763514; 19.99285970640697
-2823; -23308; -26313; -32736; 4248; -5504; 50.083893396763514; 19.99285970640697
28233; -15668; -9920; 26616; 11099; 17484; 50.083893396763514; 19.99285970640697
-1056; -3087; 21519; 1984; -15960; -7292; 50.08388867913147; 19.992894198858085
19614; -12546; 13206; 9408; 22958; -13088; 50.08388867913147; 19.992894198858085
-10065; 19815; -27683; 22944; 22050; 6064; 50.08388867913147; 19.992894198858085
24953; 5615; -5719; -22810; 4100; -29195; 50.08388867913147; 19.992894198858085
32585; 21185; 23512; -7292; -12621; 26296; 50.08388867913147; 19.992894198858085
30683; -8494; 10981; 13680; 4714; 14584; 50.08388867913147; 19.992894198858085
23043; 9360; 22657; 1664; 3192; -8832; 50.08388867913147; 19.992894198858085
-26931; 14940; 6878; 31920; 27376; 27673; 50.083880731358924; 19.99292667928769
21216; -10778; 14801; -9264; 31016; 2144; 50.083880731358924; 19.99292667928769
10006; 1886; -4498; -23712; 3804; 17344; 50.083880731358924; 19.99292667928769
5961; 7450; 2677; -16280; -4714; 31328; 50.083880731358924; 19.99292667928769
23508; -12006; 26850; -31040; -12768; 17024; 50.083880731358924; 19.99292667928769
-5182; 23560; 318; -1984; 11860; 9429; 50.083880731358924; 19.99292667928769
-16244; 31939; 28611; -11696; 23720; -20824; 50.083880731358924; 19.99292667928769
-10439; 15995; 31442; -30256; 2432; -19152; 50.083880731358924; 19.99292667928769
29986; 2493; -17843; -8056; -32240; 16424; 50.083874682422184; 19.992957462398625
4276; 6993; 1456; 4100; 25392; 9429; 50.083874682422184; 19.992957462398625
9698; 22091; -20308; 15984; 10488; -4248; 50.083874682422184; 19.992957462398625
9624; 4942; 3996; 25952; -14752; -20848; 50.083874682422184; 19.992957462398625
4808; -280; -7727; -18080; -32388; -16560; 50.083874682422184; 19.992957462398625
32053; 9892; -23041; 31626; 11712; 3044; 50.083874682422184; 19.992957462398625
7714; -24745; -19189; 20384; 16872; 27328; 50.083874682422184; 19.992957462398625
17172; 1264; 24019; 18712; 2432; 9429; 50.083874682422184; 19.992957462398625
-26316; 18346; -28530; 20380; -30718; -22368; 50.083874682422184; 19.992957462398625
-67; -24820; 13222; 28728; 11560; -16592; 50.08387038867785; 19.99298918658357
-32113; -23989; 22050; 6240; -17632; 25840; 50.08387038867785; 19.99298918658357
-24789; -17495; -7711; -908; -13216; 17632; 50.08387038867785; 19.99298918658357
-18228; -23906; -30814; -4288; -12896; 27840; 50.08387038867785; 19.99298918658357
2382; 27663; 11753; 18858; 480; 12192; 50.08387038867785; 19.99298918658357
-28061; -7596; -13948; -21140; -1504; -20512; 50.08387038867785; 19.99298918658357
-18677; -1950; -11050; -29195; 27984; 19328; 50.08387038867785; 19.99298918658357
-17755; 11470; 10525; 27552; 13696; -6832; 50.08387038867785; 19.99298918658357
4698; 24276; -504; 19904; 24944; -27524; 50.08386427496166; 19.993024247177573
-20039; -24280; -21256; -5504; -13504; -30718; 50.08386427496166; 19.993024247177573
1520; 22721; 1555; -32128; -9376; 4288; 50.08386427496166; 19.993024247177573
-26343; 1688; -14421; 576; -27360; 31312; 50.08386427496166; 19.993024247177573
3071; 30801; 7851; 24384; 31008; 3264; 50.08386427496166; 19.993024247177573
14314; -27008; 23526; -22144; 22368; 14464; 50.08386427496166; 19.993024247177573
20138; 4130; -13542; 14112; -7104; -11072; 50.08386432858709; 19.993052894015527
-3924; 2434; -30862; -30104; 5504; 22464; 50.08386432858709; 19.993052894015527
-6993; 20971; -19528; -1; -24944; 8544; 50.08386432858709; 19.993052894015527
10313; -11982; -16349; 15648; 7232; 30784; 50.08386432858709; 19.993052894015527
5994; -14098; 16535; 13184; 12352; -11680; 50.08386432858709; 19.993052894015527
-27679; 26917; 732; -11648; -19328; -17312; 50.08386432858709; 19.993052894015527
29254; -12952; -8269; -22050; -29824; -7136; 50.08386432858709; 19.993052894015527
20012; 14734; 3299; 28728; -26784; 17168; 50.08384792189841; 19.993063029767093
6576; 18388; -1899; -25472; 18080; 4672; 50.08384792189841; 19.993063029767093
-13196; -13243; 16478; 29824; 22198; -17632; 50.08384792189841; 19.993063029767093
3048; 25363; -4009; 11840; 12128; 11232; 50.08384792189841; 19.993063029767093
-3481; -23166; 11387; -16574; 29024; 22592; 50.08384792189841; 19.993063029767093
5737; -25974; 23920; 25728; -21408; 30880; 50.08384792189841; 19.993063029767093
-13960; 14518; 30654; -16574; -15040; 2944; 50.08384792189841; 19.993063029767093
-17980; 27414; 29300; 10352; -20064; -25072; 50.08382463460567; 19.993030090439472
26099; -31554; 27938; -16280; 1816; 22198; 50.08382463460567; 19.993030090439472
10080; 20496; 18819; 20544; 29344; -1968; 50.08382463460567; 19.993030090439472
-25387; 12151; 15357; 3904; 3792; -26496; 50.08382463460567; 19.993030090439472
29686; 27430; 14983; -14272; 30866; 24332; 50.08382463460567; 19.993030090439472
-18137; -9140; 5783; 1816; -28435; 7907; 50.08382463460567; 19.993030090439472
-29671; -3859; -11574; -18392; -18712; 32224; 50.08382463460567; 19.993030090439472
-2135; 6221; 2527; 25680; 2284; 5152; 50.08382463460567; 19.993030090439472
-13645; -16897; -21048; 21728; 10952; -25072; 50.083795433053645; 19.993002478872512
28623; 957; 23736; 6536; 11712; -22944; 50.083795433053645; 19.993002478872512
32360; -5072; 2087; -13848; -148; 26616; 50.083795433053645; 19.993002478872512
-26848; 20787; -7081; 6236; 32088; 30272; 50.083795433053645; 19.993002478872512
21988; -6915; 23594; 16608; -28284; -30400; 50.083795433053645; 19.993002478872512
-10364; 2701; 17333; -12160; -24628; 28584; 50.083795433053645; 19.993002478872512
-756; 3540; 20464; -22958; -29048; -6704; 50.083795433053645; 19.993002478872512
11451; 5757; -13401; 29808; -1670; 29048; 50.083775782631676; 19.992983801613768
-1811; 31757; 959; 8864; 8667; 25984; 50.083775782631676; 19.992983801613768
-14176; -1169; 32356; -7776; 19006; -16724; 50.083775782631676; 19.992983801613768
-10979; 13612; -16539; -16400; -5768; -29936; 50.083775782631676; 19.992983801613768
622; -28348; -9821; 31920; 20232; -128; 50.083775782631676; 19.992983801613768
-756; 14443; 1705; -13408; -31920; 3216; 50.083775782631676; 19.992983801613768
20768; -2548; 19468; -22816; -17632; -2728; 50.083775782631676; 19.992983801613768
-9667; -14696; 2452; -8816; -29808; -28112; 50.083775782631676; 19.992983801613768
31746; 28418; -24163; -5504; -29808; -7776; 50.083775782631676; 19.992983801613768
-23193; -10096; -15252; 5008; -612; 28728; 50.08375961698093; 19.992983088456572
24654; 9112; -16555; 16280; -16574; -8968; 50.08375961698093; 19.992983088456572
-15712; 2941; -13724; 31776; -3954; -7760; 50.08375961698093; 19.992983088456572
18169; -30632; 21062; -2728; 19152; -10040; 50.08375961698093; 19.992983088456572
-32113; 15987; -20666; -27524; -13992; 24016; 50.08375961698093; 19.992983088456572
-18228; -7588; 18471; 25242; 30256; -31040; 50.08375961698093; 19.992983088456572
4666; 5682; 15722; 29656; 24628; -13232; 50.08375961698093; 19.992983088456572
-32196; 31009; -31653; 23408; -14292; 4688; 50.08374569471053; 19.992971459646995
-11675; 27663; 18778; -9576; 9429; 12920; 50.08374569471053; 19.992971459646995
-25702; -19031; 5575; -13532; 464; 9440; 50.08374569471053; 19.992971459646995
-17082; -25674; 3756; -1224; 17188; 22050; 50.08374569471053; 19.992971459646995
31513; -9573; -5411; -29488; 26764; 16424; 50.08374569471053; 19.992971459646995
5654; 31773; -24710; -14440; 6996; 25552; 50.08374569471053; 19.992971459646995
-19217; 20787; 783; -17776; -7907; 32240; 50.08374569471053; 19.992971459646995
31895; 342; 27473; -26002; -17335; 23572; 50.08372518894705; 19.99295718132997
19771; 32545; -15310; 13848; -22198; 31328; 50.08372518894705; 19.99295718132997
10537; 6654; 14643; 4688; 2896; -1056; 50.08372518894705; 19.99295718132997
2067; 14916; -15409; -13088; -5476; 13408; 50.08372518894705; 19.99295718132997
26107; -15901; 417; -20527; 26912; -10190; 50.08372518894705; 19.99295718132997
-5415; 26044; 14352; -30240; -31936; -31480; 50.08372518894705; 19.99295718132997
-7541; -8758; 9379; -27504; -22368; -9136; 50.08372518894705; 19.99295718132997
-2359; 6371; -18059; 20352; -7312; 18528; 50.08372518894705; 19.99295718132997
28233; 25977; 32679; -19006; 26296; 21728; 50.08372518894705; 19.99295718132997
4882; 29781; -30664; 1360; -20380; 5920; 50.08370527232376; 19.992950683031268
7863; 27497; 17865; 1670; 14904; 16424; 50.08370527232376; 19.992950683031268
-13645; 10033; -22020; -27968; -27524; 31016; 50.08370527232376; 19.992950683031268
-18461; -29411; 26410; 592; -10190; -12944; 50.08370527232376; 19.992950683031268
-29296; 13238; -22800; 13216; 29195; -2136; 50.08370527232376; 19.992950683031268
8777; 882; -30424; -6704; -14440; -11392; 50.08370527232376; 19.992950683031268
-5174; -26970; -11133; 29656; -32064; 9600; 50.08370527232376; 19.992950683031268
-31349; -23075; 28934; -10512; 18712; 9744; 50.08370527232376; 19.992950683031268
21366; -22611; 15896; 5152; 19472; -22344; 50.083682665214205; 19.99293673019997
-21882; -16905; 24267; 27968; -19916; 17188; 50.083682665214205; 19.99293673019997
18700; 7907; 4378; -26336; -8667; 14880; 50.083682665214205; 19.99293673019997
19314; -10727; 29682; -19024; -14904; 4714; 50.083682665214205; 19.99293673019997
-16626; -26738; 25720; 4688; 27673; 16112; 50.083682665214205; 19.99293673019997
-2135; -414; -11050; -23572; 24481; 12008; 50.083682665214205; 19.99293673019997
-19524; 26591; 11678; 18712; -6236; -4568; 50.083682665214205; 19.99293673019997
-22654; -26214; -7570; -14752; -2284; -15664; 50.083659208321414; 19.992932537399852
12829; 3863; 20389; 28112; -11712; -30880; 50.083659208321414; 19.992932537399852
1602; -27875; -30482; -10040; -23720; -13232; 50.083659208321414; 19.992932537399852
-32345; 4162; -18398; 11860; -6996; 11408; 50.083659208321414; 19.992932537399852
-1; -1; -1; -30718; 19767; 17776; 50.083659208321414; 19.992932537399852
19688; -8742; -8633; -24496; -26764; -12920; 50.083659208321414; 19.992932537399852
31521; -31073; 377; 12472; 3044; 18858; 50.083659208321414; 19.992932537399852
-29896; -28631; -6691; -27208; 31480; -29648; 50.08363709960149; 19.992915252239243
24040; -29395; 32206; -30104; -12621; -14292; 50.08363709960149; 19.992915252239243
-19142; -21772; -29908; -8968; 19620; -22640; 50.08363709960149; 19.992915252239243
-32337; 30486; 22440; 16608; -10952; -6224; 50.08363709960149; 19.992915252239243
25725; -12396; -21040; 8976; -2284; -26002; 50.08363709960149; 19.992915252239243
-15098; 11711; -23340; 1522; 13680; 20208; 50.08363709960149; 19.992915252239243
-14483; 23453; -237; 31626; 12621; 1200; 50.08363709960149; 19.992915252239243
-24789; 32396; 7958; 7440; -25092; 11536; 50.08363709960149; 19.992915252239243
-18378; -13459; -8991; 19472; 10338; -18244; 50.08363709960149; 19.992915252239243
-21201; -17819; -4655; 30718; -29956; 20380; 50.08361501668894; 19.992906335311016
4591; 15904; 28311; 7888; -10190; -27072; 50.08361501668894; 19.992906335311016
10769; -10030; 15714; -32224; 22198; -25840; 50.08361501668894; 19.992906335311016
2465; 24906; 31442; 16000; 6384; 24332; 50.08361501668894; 19.992906335311016
-3804; -30632; -745; 22958; 30400; 18368; 50.08361501668894; 19.992906335311016
16333; -12853; 23894; -25552; -3804; -2144; 50.08361501668894; 19.992906335311016
2681; 4469; -12586; -17648; -19916; 17776; 50.08361501668894; 19.992906335311016
-19831; 19043; -6483; 14904; -5152; -9120; 50.08361501668894; 19.992906335311016
547; -24147; -30349; 21752; -11392; 640; 50.08361501668894; 19.992906335311016
21764; 16278; 5666; -4100; 18712; -2136; 50.0835938213138; 19.992890733821476
-29970; 8804; 25953; -17600; -22958; 14736; 50.0835938213138; 19.992890733821476
1867; 14668; 13423; 8496; 17944; -29824; 50.0835938213138; 19.992890733821476
3071; 23295; 30013; -9264; 19916; -12920; 50.0835938213138; 19.992890733821476
-14475; -15228; 15066; 11408; -22512; 908; 50.0835938213138; 19.992890733821476
-14101; 13206; 22531; -30848; -13382; 6704; 50.0835938213138; 19.992890733821476
-2567; -13251; -24860; 27072; 22976; -18816; 50.0835938213138; 19.992890733821476
24272; -16598; -18973; 31920; -8816; -4568; 50.0835938213138; 19.992890733821476
23118; -7813; 19484; 15664; -24628; -13072; 50.0835938213138; 19.992890733821476
8411; -2139; 19136; -3168; -22176; -8352; 50.083571447346635; 19.992882461632842
-25470; -7521; -24694; 6816; 27524; 13992; 50.083571447346635; 19.992882461632842
-19441; -21721; -12653; -12621; 26296; -28284; 50.083571447346635; 19.992882461632842
-3190; -9207; 21452; -1664; -27072; 26002; 50.083571447346635; 19.992882461632842
